objectid,lad18cd,lad18nm,lad18nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
63,E07000010,Fenland, ,536361,294959,0.009016,52.53540039,547846243.346351,136376.584704114
64,E07000011,Huntingdonshire, ,521015,274279,-0.22459,52.35319901,911213812.671304,193570.072006661
65,E07000012,South Cambridgeshire, ,543295,247586,0.091017,52.10810089,898568942.752634,225221.954020397
66,E07000026,Allerdale, ,317516,532995,-3.28096008,54.68519974,1256212221.29457,202304.184583475
67,E07000027,Barrow-in-Furness, ,321750,474171,-3.19975996,54.15739822,74946475.3490155,85475.4495491669
68,E07000028,Carlisle, ,348444,565195,-2.80704999,54.97869873,1041224977.69203,177576.743597399
69,E07000029,Copeland, ,310871,508741,-3.37664008,54.46620178,739872942.719922,142735.379975166
70,E07000030,Eden, ,359636,526396,-2.62678003,54.6310997,2159468222.06971,236157.203157492
71,E07000031,South Lakeland, ,349265,489554,-2.78108001,54.29909897,1561051748.9267,237740.99961711
72,E07000032,Amber Valley, ,436166,348084,-1.46219003,53.02880096,267681266.486122,85444.7262481947
73,E07000033,Bolsover, ,448666,371548,-1.27227998,53.23880005,160954585.782176,82096.4194763575
74,E07000034,Chesterfield, ,440049,373359,-1.40114999,53.25569916,65592701.8692937,41521.4567240294
75,E07000035,Derbyshire Dales, ,419697,358493,-1.70711005,53.12329865,795379595.210646,197736.975829836
76,E07000036,Erewash, ,443721,338063,-1.35090005,52.9382019,108863746.30389,57580.6225773798
77,E07000037,High Peak, ,410474,387660,-1.84397995,53.38570023,539851897.894237,133612.929513747
78,E07000038,North East Derbyshire, ,437369,362955,-1.44253004,53.16239929,274688141.146496,129145.46296049
79,E07000039,South Derbyshire, ,431434,325365,-1.53494,52.82490158,336648446.103423,128744.988918722
80,E07000040,East Devon, ,313775,96055,-3.22380996,50.75759888,818727956.744656,167551.962769359
81,E07000041,Exeter, ,293236,92003,-3.51372004,50.71780014,46370245.2821687,29777.6965530314
82,E07000042,Mid Devon, ,288064,108911,-3.59211993,50.86880112,906202510.221684,204133.274331704
83,E07000043,North Devon, ,265110,132524,-3.92690992,51.0760994,1092096074.65497,198465.289835067
84,E07000044,South Hams, ,270677,54033,-3.81994009,50.37189865,895607375.49593,233042.962195159
85,E07000045,Teignbridge, ,283069,80251,-3.65395999,50.61019897,676816236.503801,132844.024146649
86,E07000046,Torridge, ,244174,114379,-4.21776009,50.90779877,987493507.066115,224822.461114894
87,E07000047,West Devon, ,256379,86998,-4.03356981,50.66490173,1167809473.47654,203170.817873912
88,E07000048,Christchurch, ,413093,96313,-1.81570005,50.7663002,50947837.8259087,44096.5783828993
89,E07000049,East Dorset, ,401685,109966,-1.97739995,50.8891983,355755018.798745,117507.354336283
90,E07000050,North Dorset, ,381794,113407,-2.26037002,50.9197998,607501669.094374,134035.144010701
91,E07000051,Purbeck, ,391183,88321,-2.12617993,50.69449997,404850337.957447,133116.010541998
92,E07000052,West Dorset, ,357765,99663,-2.60061002,50.79499817,1082964228.58607,236236.829449816
93,E07000053,Weymouth and Portland, ,368175,81510,-2.45133996,50.63240051,41596124.6646869,60272.4287972894
94,E07000061,Eastbourne, ,559351,99605,0.258699,50.77410126,44288300.2721113,29670.0914090414
95,E07000062,Hastings, ,581599,110745,0.57942897,50.86769867,30828500.8921204,27743.4298888368
96,E07000063,Lewes, ,541474,105685,0.007671,50.83340073,292704216.802686,93794.2308426183
97,E07000064,Rother, ,578730,119663,0.543064,50.94869995,515025191.826949,133798.99479187
98,E07000065,Wealden, ,555048,117173,0.205153,50.93320084,840603784.863014,168748.349881733
99,E07000066,Basildon, ,571548,190848,0.47505501,51.5904007,110874425.532829,48308.1300800919
100,E07000067,Braintree, ,577253,227335,0.57591099,51.91630173,612574968.507887,131727.891724059
101,E07000068,Brentwood, ,558560,196070,0.29009101,51.64110184,153037244.153209,62499.6745087441
102,E07000069,Castle Point, ,579490,187921,0.58808398,51.56159973,43489137.1813984,39524.5211471662
103,E07000070,Chelmsford, ,572115,206972,0.49116299,51.73500061,339983283.468027,94026.3442494928
104,E07000071,Colchester, ,596944,223692,0.85977602,51.8769989,334362779.0749,118505.706187177
105,E07000072,Epping Forest, ,548919,203758,0.154147,51.71279907,339301257.055401,101264.80674807
106,E07000073,Harlow, ,545276,209589,0.103888,51.76610184,29849413.07615,22091.2206166694
107,E07000074,Maldon, ,591460,212199,0.773857,51.77569962,362112192.377767,147353.73561661
108,E07000075,Rochford, ,585981,191420,0.68347299,51.59090042,167608781.09375,103718.473357961
109,E07000076,Tendring, ,614203,222163,1.10917997,51.85689926,331450036.500475,133665.513821406
110,E07000077,Uttlesford, ,557832,228865,0.294485,51.93590164,645320729.848003,138938.254981943
111,E07000078,Cheltenham, ,394925,222232,-2.07515001,51.89860153,46538844.812372,31000.6848909478
112,E07000079,Cotswold, ,402125,208209,-1.97059,51.77249908,1167648900.8812,275881.531074603
113,E07000080,Forest of Dean, ,367175,212751,-2.47755003,51.81240082,556309805.825019,165449.352390531
114,E07000081,Gloucester, ,384071,216449,-2.23263001,51.84640121,39719429.7463353,27863.6637045807
115,E07000082,Stroud, ,378806,202410,-2.30819988,51.72000122,472538596.286553,142789.98516978
116,E07000083,Tewkesbury, ,386347,226279,-2.19998002,51.93479919,414486219.326816,170042.321885404
117,E07000084,Basingstoke and Deane, ,454508,151423,-1.22020996,51.25939941,634599233.280496,122971.049818635
118,E07000085,East Hampshire, ,474404,129237,-0.93971002,51.05770111,513794826.423536,125516.333157335
119,E07000086,Eastleigh, ,447202,116802,-1.32942998,50.94869995,78333059.3838943,54821.9181023198
120,E07000087,Fareham, ,453774,106324,-1.23741996,50.85390091,73423125.2635316,45952.9779097822
121,E07000088,Gosport, ,458773,101094,-1.16725004,50.8064003,26275430.9327053,27143.8723753311
122,E07000089,Hart, ,477985,154240,-0.88321,51.2820015,213323430.307489,65754.7794881372
123,E07000090,Havant, ,470177,108563,-1.00399995,50.87229919,56096644.586348,62536.5169905418
124,E07000091,New Forest, ,428999,106521,-1.58936,50.85749817,755385614.339233,168221.13331535
125,E07000092,Rushmoor, ,486022,153944,-0.76806998,51.27809906,39413424.6417494,26427.4194342753
126,E07000093,Test Valley, ,434930,137329,-1.50214005,51.13420105,626217790.788043,158135.321944633
127,E07000094,Winchester, ,453115,125901,-1.24392998,51.02999878,660892993.756685,142796.069089194
128,E07000095,Broxbourne, ,534742,204251,-0.05073,51.72079849,51741960.732141,34985.1175302329
129,E07000096,Dacorum, ,500084,208745,-0.55097997,51.76850128,214253162.424846,93075.8472741826
130,E07000098,Hertsmere, ,519774,199352,-0.26899001,51.68019867,99198950.0005765,52254.8403533261
131,E07000099,North Hertfordshire, ,522192,230256,-0.22314,51.95740128,372012879.615238,142748.346122295
132,E07000102,Three Rivers, ,507313,196418,-0.45005,51.65629959,88719446.2878229,64434.6729615767
133,E07000103,Watford, ,510441,198197,-0.40428999,51.67169952,22713922.5201835,21681.0689271701
134,E07000105,Ashford, ,597640,140644,0.82337397,51.13100052,582956339.772667,122616.908222336
135,E07000106,Canterbury, ,616026,158096,1.09625995,51.28099823,309463061.197117,95323.161210514
136,E07000107,Dartford, ,556167,172917,0.245276,51.43370056,72800233.3428277,44139.6667793044
137,E07000108,Dover, ,628967,150940,1.27692997,51.21170044,314027257.649655,92812.7083387971
138,E07000109,Gravesham, ,566969,169115,0.39874399,51.39649963,95748316.989038,49396.5984989638
139,E07000110,Maidstone, ,580489,151670,0.58406103,51.2356987,392198124.234125,101293.340243939
140,E07000111,Sevenoaks, ,552776,155218,0.188936,51.27560043,370526382.709497,111495.252527224
141,E07000112,Folkestone and Hythe, ,610318,134597,1.00080001,51.07220078,360377021.212453,128100.603631582
142,E07000113,Swale, ,593761,161976,0.77952999,51.32389832,371354749.486389,159467.276002959
143,E07000114,Thanet, ,631844,166753,1.3283,51.35250092,104346597.290882,46269.8868142663
144,E07000115,Tonbridge and Malling, ,564014,153898,0.34930599,51.26060104,243618836.123748,91651.3406114771
145,E07000116,Tunbridge Wells, ,573139,136599,0.471632,51.10250092,327429439.05963,117002.359413127
146,E07000117,Burnley, ,384886,430882,-2.23079991,53.77410126,111744597.970975,48840.1303005026
147,E07000118,Chorley, ,359189,419724,-2.61921,53.67240143,202982901.617713,77351.7926479407
148,E07000119,Fylde, ,339562,433812,-2.91901994,53.79710007,164118847.609909,67353.4826618062
149,E07000120,Hyndburn, ,374407,428971,-2.38964009,53.75650024,73015503.1617849,36312.5104655125
150,E07000121,Lancaster, ,356875,464988,-2.66061997,54.07899857,581134306.179586,167261.344251553
151,E07000122,Pendle, ,387637,443368,-2.18956995,53.88639832,166912809.701314,66104.8783597425
152,E07000123,Preston, ,352820,436429,-2.71816993,53.8219986,142884962.462842,61298.1833025139
153,E07000124,Ribble Valley, ,372687,447676,-2.41739988,53.92449951,583088640.57075,127503.242525105
154,E07000125,Rossendale, ,382827,420955,-2.26149011,53.68479919,136992197.340397,62470.7413737997
155,E07000126,South Ribble, ,352016,425840,-2.72872996,53.72669983,115170051.43942,66260.1700268516
156,E07000127,West Lancashire, ,342611,413268,-2.8689301,53.6128006,347315721.230065,108029.902251806
157,E07000128,Wyre, ,347227,445159,-2.80462003,53.89989853,284697501.75833,114264.20432664
158,E07000129,Blaby, ,454385,297994,-1.19886994,52.57709885,130075520.50596,80278.747698551
159,E07000130,Charnwood, ,458365,316155,-1.13694,52.73989868,275627201.428265,93463.6246503567
160,E07000131,Harborough, ,474549,293875,-0.90228999,52.53770065,594890301.120905,142448.602364301
161,E07000132,Hinckley and Bosworth, ,439538,301379,-1.41754997,52.60879898,300067085.865139,93517.3526706927
162,E07000133,Melton, ,477328,323472,-0.85439998,52.80329895,484033976.370965,116588.575160208
163,E07000134,North West Leicestershire, ,439111,316252,-1.42209005,52.74250031,278295763.715317,95775.8668063745
164,E07000135,Oadby and Wigston, ,461543,299379,-1.09300005,52.58869934,23221816.1054228,23050.2510544195
165,E07000136,Boston, ,526851,343953,-0.11218,52.97790146,366423722.542108,105041.028868319
166,E07000137,East Lindsey, ,534862,376106,0.020549,53.26480103,1773374122.61576,207132.702010765
167,E07000138,Lincoln, ,496347,370096,-0.55848002,53.21920013,34776950.2810322,28546.9242862225
168,E07000139,North Kesteven, ,502135,354788,-0.47670001,53.08060074,921048722.356996,163501.578604871
169,E07000140,South Holland, ,532909,322928,-0.03058,52.78760147,754174626.56783,141691.200748978
170,E07000141,South Kesteven, ,501406,328986,-0.49564999,52.84889984,942016773.323413,184694.096770286
171,E07000142,West Lindsey, ,499314,390326,-0.50774002,53.40039825,1157957286.23142,219976.557517805
172,E07000143,Breckland, ,591015,303330,0.81871599,52.59420013,1301817537.5876,207035.712825215
173,E07000144,Broadland, ,619865,315909,1.25232995,52.69620132,552028901.030723,167105.07137669
174,E07000145,Great Yarmouth, ,646760,315882,1.64950001,52.68439865,181465158.789435,76275.608722623
175,E07000146,King's Lynn and West Norfolk, ,571220,315836,0.53327399,52.71310043,1437036319.81665,242976.746377142
176,E07000147,North Norfolk, ,611105,330845,1.13251996,52.83380127,960596885.001584,222401.374360947
177,E07000148,Norwich, ,622355,309773,1.28498006,52.64009857,40171321.845861,78651.6421233701
178,E07000149,South Norfolk, ,628991,295823,1.37325001,52.5121994,908301909.981885,197552.903883894
179,E07000150,Corby, ,487862,290681,-0.7069,52.50699997,80022082.8730704,52976.1744786299
180,E07000151,Daventry, ,467286,268437,-1.01446998,52.30989838,664302156.944524,146438.474228959
181,E07000152,East Northamptonshire, ,501344,287839,-0.50919998,52.47909927,509088787.388013,138054.510683556
182,E07000153,Kettering, ,483866,282852,-0.76773,52.43719864,236661757.825674,79582.6270829395
183,E07000154,Northampton, ,476495,260539,-0.88121003,52.2378006,82550641.3607764,38381.6880843443
184,E07000155,South Northamptonshire, ,463000,247077,-1.08129001,52.11840057,627655460.084911,185039.866123711
185,E07000156,Wellingborough, ,487787,266827,-0.71425003,52.29259872,166028815.974149,61125.3161624849
186,E07000163,Craven, ,389513,461989,-2.16167998,54.05379868,1183446002.04614,173493.435786728
187,E07000164,Hambleton, ,443009,490546,-1.34048998,54.30870056,1308990477.64597,256073.990725756
188,E07000165,Harrogate, ,427473,464652,-1.58160996,54.07709885,1306604424.5283,211576.881800699
189,E07000166,Richmondshire, ,401039,495786,-1.98552001,54.35760117,1322210844.88815,196158.860431064
190,E07000167,Ryedale, ,475590,478890,-0.84276998,54.20019913,1510343027.08918,220948.363092811
191,E07000168,Scarborough, ,495797,495547,-0.52780002,54.3465004,816804740.097179,200911.782155498
192,E07000169,Selby, ,457551,426670,-1.12908006,53.73329926,606324984.034332,145992.149418215
193,E07000170,Ashfield, ,450035,355843,-1.25422001,53.09749985,108522422.369095,57593.5065691245
194,E07000171,Bassetlaw, ,468073,384835,-0.97869998,53.35599899,639297585.224175,136469.020067966
195,E07000172,Broxtowe, ,449829,341893,-1.25943995,52.9720993,79451505.7425738,52747.5671153121
196,E07000173,Gedling, ,459184,347811,-1.11907005,53.02429962,120120105.89525,59267.8599647851
197,E07000174,Mansfield, ,455047,363637,-1.17804003,53.16699982,78367820.468284,45444.4194636805
198,E07000175,Newark and Sherwood, ,470624,357451,-0.94643003,53.10960007,651135434.233683,159292.054087181
199,E07000176,Rushcliffe, ,466606,335453,-1.01097,52.91239929,410575266.204033,104457.668921036
200,E07000177,Cherwell, ,449301,221201,-1.28506005,51.8871994,590762121.522377,184794.721033804
201,E07000178,Oxford, ,452277,206368,-1.24405003,51.75360107,45105986.5153584,30243.6411134713
202,E07000179,South Oxfordshire, ,463890,191964,-1.07846999,51.6228981,675281373.849351,172576.918404601
203,E07000180,Vale of White Horse, ,435693,195197,-1.48543,51.65439987,582865757.381586,146009.115268914
204,E07000181,West Oxfordshire, ,434343,215816,-1.50292003,51.83990097,713073679.608073,132447.034713829
205,E07000187,Mendip, ,362238,144090,-2.54177999,51.19480133,740774473.206609,164479.721956446
206,E07000188,Sedgemoor, ,338426,143997,-2.88250995,51.19179916,567920692.182116,160039.987174007
207,E07000189,South Somerset, ,345633,120798,-2.7758801,50.98400116,960989464.454557,195607.758308617
208,E07000190,Taunton Deane, ,318327,123470,-3.16542006,51.00479889,462710331.39223,132417.186855515
209,E07000191,West Somerset, ,294768,136702,-3.50494003,51.11989975,729519409.052519,155358.021195023
210,E07000192,Cannock Chase, ,401261,311553,-1.98276997,52.7016983,79674051.0893223,41988.8442549209
211,E07000193,East Staffordshire, ,412601,326569,-1.81438005,52.83649826,394049047.610257,138083.115001615
212,E07000194,Lichfield, ,416283,310967,-1.76048994,52.69620132,328434453.312804,104021.81345083
213,E07000195,Newcastle-under-Lyme, ,378199,345174,-2.32630992,53.0033989,210621411.87486,87776.1226300034
214,E07000196,South Staffordshire, ,389625,311037,-2.1549499,52.69689941,409479803.070197,152655.332750468
215,E07000197,Stafford, ,389001,327836,-2.1647501,52.84790039,598925439.774598,128778.872274948
216,E07000198,Staffordshire Moorlands, ,400543,352443,-1.99334002,53.06919861,576424736.127171,120005.200161326
217,E07000199,Tamworth, ,421455,302550,-1.68450999,52.62030029,30613879.3794334,25384.2756741631
218,E07000200,Babergh, ,599994,244657,0.91623098,52.06420135,595974131.547935,142454.881054133
219,E07000201,Forest Heath, ,572316,273586,0.52760601,52.33330154,382257204.100291,126013.436662673
220,E07000202,Ipswich, ,616954,244670,1.16327,52.05789948,39577433.5058624,29070.9053855269
221,E07000203,Mid Suffolk, ,611646,262338,1.09695005,52.21860123,873326991.56678,159692.968871505
222,E07000204,St Edmundsbury, ,582672,265927,0.675273,52.26119995,651473129.127922,161478.250124058
223,E07000205,Suffolk Coastal, ,633247,258767,1.41014004,52.17779922,908724643.204961,169977.886193278
224,E07000206,Waveney, ,642301,287890,1.56324005,52.43519974,373834784.685366,106579.716080522
225,E07000207,Elmbridge, ,511882,163658,-0.39441001,51.36100006,95445511.9430734,43265.2412446372
226,E07000208,Epsom and Ewell, ,521176,161475,-0.26172,51.33950043,34819300.3767378,26065.5221260554
227,E07000209,Guildford, ,500408,151481,-0.56256998,51.25370026,271962367.118844,104284.418643209
228,E07000210,Mole Valley, ,518377,148953,-0.30603001,51.22750092,256062692.343843,84131.8636408524
229,E07000211,Reigate and Banstead, ,525786,152574,-0.19870999,51.25849915,129075767.186569,61530.859532425
230,E07000212,Runnymede, ,501777,166979,-0.53855002,51.3927002,79350129.2237121,37971.6520427022
231,E07000213,Spelthorne, ,507012,169622,-0.46254,51.41550064,51879237.5334626,34315.6929704065
232,E07000214,Surrey Heath, ,491362,160483,-0.68985999,51.33610153,97022373.4408048,46464.6679289872
233,E07000215,Tandridge, ,536365,150325,-0.04805,51.2358017,247439174.255174,69708.3100381172
234,E07000216,Waverley, ,496363,140635,-0.62343001,51.1568985,342995306.936606,103643.071903214
235,E07000217,Woking, ,499087,157542,-0.57981998,51.3083992,61706657.2486309,41474.9128572714
236,E07000218,North Warwickshire, ,425570,296399,-1.62419999,52.56480026,285088770.018295,96478.3893824642
237,E07000219,Nuneaton and Bedworth, ,435419,289352,-1.47965002,52.50090027,77956834.2374961,40985.6677355618
238,E07000220,Rugby, ,446498,276244,-1.31827998,52.38230133,349027031.216864,96983.2055659897
239,E07000221,Stratford-on-Avon, ,425019,251536,-1.63565004,52.16149902,979529720.230184,217998.265507716
240,E07000222,Warwick, ,428484,267113,-1.58369005,52.30139923,283003861.245518,91460.5108497858
241,E07000223,Adur, ,518065,106473,-0.32433,50.84569931,42650174.457451,32036.6364169443
242,E07000224,Arun, ,495145,105724,-0.64998001,50.84320068,224451148.633921,95938.5620772895
243,E07000225,Chichester, ,490285,116600,-0.71630001,50.94179916,788101628.56834,180276.828167171
244,E07000226,Crawley, ,526390,137581,-0.19532999,51.12360001,45831355.9339999,33575.9877817963
245,E07000227,Horsham, ,513676,123839,-0.38123,51.00270081,528590556.123426,127658.974271829
246,E07000228,Mid Sussex, ,533054,130623,-0.10272,51.05950165,336802141.145494,108958.98846842
247,E07000229,Worthing, ,512679,104948,-0.40127,50.83309937,30666533.6855767,25787.753011174
248,E07000234,Bromsgrove, ,399840,273736,-2.0037601,52.36169815,218023939.407826,90567.132107404
249,E07000235,Malvern Hills, ,377465,252197,-2.33088994,52.16759872,579708192.853262,187652.467983849
250,E07000236,Redditch, ,403705,265253,-1.94710004,52.28540039,55070594.8725743,32533.5188480743
251,E07000237,Worcester, ,385725,255196,-2.2102499,52.19480133,34532078.8893044,23906.9716881456
252,E07000238,Wychavon, ,398991,247839,-2.01613998,52.12889862,659848231.501537,184017.081305204
253,E07000239,Wyre Forest, ,384106,276388,-2.23494005,52.38529968,196196712.412293,82043.4435907572
254,E07000240,St Albans, ,514580,209623,-0.3407,51.77360153,158865311.523542,63002.8257210622
255,E07000241,Welwyn Hatfield, ,525345,208467,-0.18517999,51.76089859,129449585.049059,69326.0565963706
256,E07000242,East Hertfordshire, ,537995,220370,0.002739,51.8647995,477740893.573366,112056.97639148
257,E07000243,Stevenage, ,524622,224531,-0.18987,51.90539932,26824166.0814183,22050.2143265598
258,E08000001,Bolton, ,368352,409873,-2.47952008,53.58449936,138708159.810586,64700.007374183
259,E08000002,Bury, ,379658,410768,-2.30879998,53.5931015,100752668.832529,57024.3439640072
260,E08000003,Manchester, ,384591,397063,-2.23358989,53.4701004,111895372.049991,69389.3342447621
261,E08000004,Oldham, ,396603,406784,-2.0527401,53.55770111,144009083.688843,60962.5161536543
262,E08000005,Rochdale, ,390315,412326,-2.14784002,53.60739899,156240276.628956,70324.199730632
263,E08000006,Salford, ,374556,398128,-2.38485003,53.47930145,97966760.8522536,56607.4574926691
264,E08000007,Stockport, ,391806,388264,-2.12467003,53.39120102,125536175.95343,56951.0021072012
265,E08000008,Tameside, ,394987,397995,-2.0769999,53.47869873,102159712.453144,43841.7215072143
266,E08000009,Trafford, ,375790,391162,-2.36572003,53.41669846,108001520.134188,50772.155121418
267,E08000010,Wigan, ,362136,402126,-2.57246995,53.51449966,188328606.718359,71520.3471690407
268,E08000011,Knowsley, ,344762,393778,-2.8329699,53.43790054,86257644.2380194,57788.9038805922
269,E08000012,Liverpool, ,339361,390553,-2.91364002,53.40829849,113076904.50635,54743.5802233142
270,E08000013,St. Helens, ,353412,395992,-2.70309997,53.45859909,135955079.347708,64907.6417699785
271,E08000014,Sefton, ,334264,398832,-2.99203992,53.48210144,153235112.831704,89852.6401399043
272,E08000015,Wirral, ,329242,386937,-3.06502008,53.37450027,153221094.964569,55070.6810400577
273,E08000016,Barnsley, ,429979,403327,-1.54925001,53.5257988,327231730.553473,106147.881594816
274,E08000017,Doncaster, ,459167,403735,-1.10894001,53.52700043,567273650.595234,116245.963133253
275,E08000018,Rotherham, ,447542,388980,-1.28650999,53.39550018,289185192.302457,88845.3632514067
276,E08000019,Sheffield, ,430511,389736,-1.54253995,53.40359879,366749529.310544,114173.751548163
277,E08000021,Newcastle upon Tyne, ,422287,569662,-1.65296996,55.02099991,113008181.094386,53436.2417612072
278,E08000022,North Tyneside, ,431471,570602,-1.50923002,55.02899933,84049009.5324465,48530.6940217009
279,E08000023,South Tyneside, ,435503,564057,-1.44695997,54.96989822,62527251.2993065,33979.6460795433
280,E08000024,Sunderland, ,436470,551525,-1.43343997,54.85720062,136914017.622313,58762.0050404504
281,E08000025,Birmingham, ,408150,287352,-1.88141,52.48400116,269026608.653708,88776.3432187492
282,E08000026,Coventry, ,432807,279689,-1.51908004,52.41419983,99799013.6588534,43481.4057273993
283,E08000027,Dudley, ,393191,288584,-2.10171008,52.49509811,97264778.3218863,60125.223757091
